avg_type,id,pos,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,pos_ecr.x,sd_ecr.x,pos_ecr.y,sd_ecr.y
average,15738,RB,0.204,,0.002,0.204,0.204,-42.1547764417001,-6.1538,-106.4309,421,486,402,125,2,,,,
average,15480,RB,0.202,,0.001,0.202,0.202,-42.1567764417001,-6.1558,-106.4329,422,487,403,126,2,,,,
average,15725,RB,0.202,,0,0.202,0.202,-42.1567764417001,-6.1558,-106.4329,422,487,403,126,2,,,,
average,15727,RB,0.202,,0,0.202,0.202,-42.1567764417001,-6.1558,-106.4329,422,487,403,126,2,,,,
average,16387,RB,0.202,,0,0.202,0.202,-42.1567764417001,-6.1558,-106.4329,422,487,403,126,2,,,,
average,15262,RB,0.201,,0.001,0.201,0.201,-42.1577764417001,-6.1568,-106.4339,423,488,404,127,2,,,,
average,16409,RB,0.201,,0,0.201,0.201,-42.1577764417001,-6.1568,-106.4339,423,488,404,127,2,,,,
average,16432,RB,0.201,,0,0.201,0.201,-42.1577764417001,-6.1568,-106.4339,423,488,404,127,2,92,3,92,3
average,14552,RB,0.2,,0.001,0.2,0.2,-42.1587764417001,-6.1578,-106.4349,424,489,405,128,2,,,,
average,13619,RB,0.199,,0.001,0.199,0.199,-42.1597764417001,-6.1588,-106.4359,425,490,406,129,2,,,,
average,14811,RB,0.199,,0,0.199,0.199,-42.1597764417001,-6.1588,-106.4359,425,490,406,129,2,,,,
average,13455,RB,0.198,,0.003,0.198,0.198,-42.1607764417001,-6.1598,-106.4369,426,491,407,130,2,,,,
average,15650,RB,0.195,,0.002,0.195,0.195,-42.1637764417001,-6.1628,-106.4399,427,492,408,131,2,,,,
average,14813,RB,0.193,,0.002,0.193,0.193,-42.1657764417001,-6.1648,-106.4419,428,494,409,132,2,,,,
average,14817,RB,0.191,,0.044,0.191,0.191,-42.1677764417001,-6.1668,-106.4439,429,495,410,133,2,,,,
average,15965,RB,0.147,,0.004,0.147,0.147,-42.2117764417001,-6.2108,-106.4879,431,501,412,134,2,,,,
average,15720,RB,0.143,,0.001,0.143,0.143,-42.2157764417001,-6.2148,-106.4919,432,506,413,135,2,,,,
average,12923,RB,0.142,,0.005,0.142,0.142,-42.2167764417001,-6.2158,-106.4929,433,507,414,136,2,,,,
average,14807,RB,0.137,,0.001,0.137,0.137,-42.2217764417001,-6.2208,-106.4979,434,509,415,137,2,,,,
average,16174,RB,0.136,,0.002,0.136,0.136,-42.2227764417001,-6.2218,-106.4989,435,510,416,138,2,79.5,3.5,79.5,3.5
average,15746,RB,0.134,,0.001,0.134,0.134,-42.2247764417001,-6.2238,-106.5009,436,512,417,139,2,,,,
average,16385,RB,0.134,,0,0.134,0.134,-42.2247764417001,-6.2238,-106.5009,436,512,417,139,2,96,3,96,3
average,14081,RB,0.133,,0.05,0.133,0.133,-42.2257764417001,-6.2248,-106.5019,437,513,418,140,2,,,,
average,15973,RB,0.083,,0.00199999999999999,0.083,0.083,-42.2757764417001,-6.2748,-106.5519,439,519,419,141,2,,,,
average,13868,RB,0.081,,0,0.081,0.081,-42.2777764417001,-6.2768,-106.5539,440,520,420,142,2,,,,
average,14832,WR,119.5835,156.576775878481,38.51702,19.93865,219.22835,75.3758333333333,13.35505,109.28935,1,5,5,1,1,4,0.82,4,0.82
average,12801,WR,81.06648,119.0209538912,7.046058313253,12.277496,197.894,36.8588133333333,5.693896,87.955,9,18,8,2,1,1,0,1,0
average,15287,WR,74.020421686747,110.487219228282,1.05442168674701,10.1359385542169,182.4749,29.8127550200803,3.55233855421687,72.5359,17,30,15,3,1,3.33,1.25,3.33,1.25
average,14836,WR,72.966,108.369775228151,1.27593939393938,10.1222,179.3645,28.7583333333333,3.5386,69.4255,18,31,16,4,1,4.33,0.47,4.33,0.47
average,15281,WR,71.6900606060606,103.672351485613,1.75972727272728,11.5767636363636,173.4758,27.482393939394,4.99316363636364,63.5368,20,21,19,5,1,2.33,0.47,2.33,0.47
average,14104,WR,69.9303333333333,104.687522180694,4.20986363636364,8.2639,172.8235,25.7226666666667,1.6803,62.8845,23,65,20,6,1,6,0,6,0
average,15290,WR,65.7204696969697,97.2390402753022,0.615136363636367,9.06766818181818,161.2222,21.512803030303,2.48406818181818,51.2832,29,44,26,7,1,19.67,3.09,19.67,3.09
average,14136,WR,65.1053333333333,97.785078055567,1.64,7.2684,161.2395,20.8976666666667,0.684799999999999,51.3005,30,86,25,8,1,12,3.56,12,3.56
average,11671,WR,63.4653333333333,93.6473700929895,2.056,9.3836,155.3816,19.2576666666667,2.8,45.4426,35,41,31,9,1,8.33,0.47,8.33,0.47
average,11675,WR,61.4093333333333,91.3580479997977,0.325333333333333,8.4344,151.1051,17.2016666666667,1.8508,41.1661,38,61,34,10,1,12,1.41,12,1.41
average,13635,WR,61.084,89.157826425951,0.585333333333331,7.7772,148.7937,16.8763333333333,1.1936,38.8547,39,69,38,11,1,23.33,1.25,23.33,1.25
average,14840,WR,60.4986666666667,91.1218406878029,0.571666666666665,6.5836,150.0841,16.291,0,40.1451,40,103,35,12,1,14,2.83,14,2.83
average,15754,WR,59.927,88.0514494656391,0.028333333333336,9.0165,146.3583,15.7193333333333,2.4329,36.4193,42,45,42,13,1,13.67,2.05,13.67,2.05
average,14102,WR,59.8986666666667,88.5957615540006,0.0126666666666679,8.5944,146.874,15.691,2.0108,36.935,43,56,41,14,1,17.33,1.7,17.33,1.7
average,15282,WR,59.886,89.9935528079651,0.265072463768121,7.529,148.2629,15.6783333333333,0.9454,38.3239,44,77,39,15,1,23.67,1.25,23.67,1.25
average,13164,WR,59.6209275362319,86.2386751325903,0.242927536231875,9.55970434782609,144.2971,15.4132608695652,2.97610434782609,34.3581,45,38,45,16,1,29,1.63,29,1.63
average,15762,WR,59.378,90.4339968595882,0.831666666666671,6.699,148.1952,15.1703333333333,0.1154,38.2562,46,99,40,17,1,21,0.82,21,0.82
average,12175,WR,58.5463333333333,87.7815125885476,0.598455657492359,7.0043,144.8051,14.3386666666667,0.4207,34.8661,48,92,44,18,1,11.33,1.25,11.33,1.25
average,15753,WR,57.947877675841,85.7966084343308,0.597877675840977,7.1403633027523,142.302363302752,13.7402110091743,0.556763302752295,32.3633633027523,49,87,47,19,1,9.33,1.25,9.33,1.25
average,15751,WR,57.35,83.9615810951652,0.481666666666669,8.663,139.784,13.1423333333333,2.0794,29.845,54,54,52,20,1,17.67,1.89,17.67,1.89
average,14835,WR,56.8683333333333,82.9927784468825,1.88950103519669,8.8393,138.3394,12.6606666666667,2.2557,28.4004,56,52,53,21,1,32,0.82,32,0.82
average,15284,WR,54.9788322981367,79.6085890139138,1.39883229813664,8.51124720496894,133.1752,10.77116563147,1.92764720496894,23.2362,62,59,59,22,1,15.33,1.25,15.33,1.25
average,13629,WR,53.58,79.9515013992858,0.672469696969706,7.3592,132.0596,9.37233333333334,0.7756,22.1206,63,81,60,23,1,34.33,0.47,34.33,0.47
average,12186,WR,52.9075303030303,78.1093365407982,1.1281329056329,7.61985909090909,129.595059090909,8.69986363636363,1.03625909090909,19.6560590909091,66,74,62,24,1,25.33,1.7,25.33,1.7
average,15789,WR,51.7793973973974,78.0474942032588,0.460397397397394,6.44301921921922,128.416419219219,7.57173073073073,-0.140580780780781,18.4774192192192,70,112,66,25,1,36,3.27,36,3.27
average,11232,WR,51.319,76.9742354492723,1.06166666666667,6.5597,126.9077,7.11133333333333,-0.0239000000000003,16.9687,74,105,69,26,1,38,2.16,38,2.16
average,14842,WR,50.2573333333333,74.1688337129103,0.150333333333336,7.3344,123.0663,6.04966666666667,0.7508,13.1273,78,84,74,27,1,19.67,2.87,19.67,2.87
average,13163,WR,50.107,70.4998006592927,0.472333333333332,8.3965,119.4178,5.89933333333333,1.8129,9.47879999999999,79,63,81,28,1,32.33,1.25,32.33,1.25
average,14105,WR,49.6346666666667,73.1526973551443,1.69933333333334,6.8236,121.5025,5.427,0.239999999999999,11.5635,81,97,76,29,1,36,0.82,36,0.82
average,14109,WR,47.9353333333333,70.1174732312377,0.340999999999994,7.4162,116.7599,3.72766666666666,0.832599999999999,6.82089999999998,87,80,89,30,1,28,1.63,28,1.63
average,13633,WR,47.5943333333333,70.7783133758734,0.454333333333338,5.4251,117.2087,3.38666666666667,-1.1585,7.2697,88,179,85,31,1,29.67,0.47,29.67,0.47
average,14208,WR,47.14,70.9030968011976,2.01766666666666,5.2452,116.8416,2.93233333333333,-1.3384,6.90259999999999,89,187,87,32,1,34,3.56,34,3.56
average,11222,WR,45.1223333333333,65.975060942248,0.00180000000000291,6.5083,109.939,0.914666666666669,-0.0752999999999995,0,94,109,103,33,1,36.33,2.36,36.33,2.36
average,14127,WR,45.1205333333333,66.0073682124453,0.7102,6.0772,110.0137,0.912866666666666,-0.5064,0.0746999999999929,95,141,101,34,1,48.67,2.05,48.67,2.05
average,15779,WR,44.4103333333333,67.1968855850726,0.202666666666666,5.1743,110.4167,0.202666666666666,-1.4093,0.47769999999997,102,190,99,35,1,53.33,4.99,53.33,4.99
average,13630,WR,44.2076666666667,68.9422504733732,0.356347031963473,3.3295,111.9964,0,-3.2541,2.05739999999999,103,263,96,36,1,41,1.63,41,1.63
average,13154,WR,43.8513196347032,65.9468044716257,0.604319634703195,5.67939589041096,108.589895890411,-0.356347031963473,-0.904204109589041,-1.34910410958906,106,168,105,37,1,45,1.41,45,1.41
average,15761,WR,43.247,63.9593872156387,0.43590990990991,6.0625,106.0543,-0.960666666666668,-0.5211,-3.88470000000001,110,142,112,38,1,56.67,4.5,56.67,4.5
average,11674,WR,42.8110900900901,64.7694035662028,0.731090090090092,5.25692702702703,106.401627027027,-1.39657657657658,-1.32667297297297,-3.53737297297299,112,186,111,39,1,56.33,1.7,56.33,1.7
average,12187,WR,42.08,62.3712189154581,0.130333333333326,5.9956,103.3063,-2.12766666666667,-0.588,-6.63270000000003,113,148,116,40,1,45,2.94,45,2.94
average,14833,WR,41.9496666666667,62.3974321613745,0.166879210220678,5.8921,103.1965,-2.258,-0.6915,-6.74249999999999,114,157,117,41,1,62.67,0.47,62.67,0.47
average,15756,WR,41.782787456446,61.935750197686,2.93545412311266,5.9776362369338,102.578236236934,-2.42487921022067,-0.605963763066202,-7.36076376306623,116,150,118,42,1,49,3.74,49,3.74
average,13418,WR,38.8473333333333,66.0367471967944,0.105333333333327,0.713,103.6631,-5.36033333333334,-5.8706,-6.27590000000002,137,437,115,43,1,89.67,1.7,89.67,1.7
average,15319,WR,38.742,58.0740211023828,0.0715000000000003,5.1314,95.7515,-5.46566666666666,-1.4522,-14.1875,138,192,132,44,1,53.67,3.68,53.67,3.68
average,14108,WR,38.6705,50.9534075455214,0.640264606977723,6.24395,71.09705,-5.53716666666666,-0.339649999999997,-38.84195,139,131,200,45,1,98,3.27,98,3.27
average,15757,WR,38.0302353930223,57.9997893102211,0.00590205968894253,4.13467061790668,95.0058706179067,-6.17743127364439,-2.44892938209332,-14.9331293820933,144,234,136,46,1,87,2.83,87,2.83
average,13157,WR,38.0243333333333,55.7514516970934,0.487333333333339,5.6497,92.767,-6.18333333333333,-0.9339,-17.172,145,171,142,47,1,54.67,1.89,54.67,1.89
average,15755,WR,37.537,56.4328693847832,0.294666666666664,4.8919,92.9335,-6.67066666666667,-1.6917,-17.0055,149,199,141,48,1,57.67,1.89,57.67,1.89
average,13377,WR,37.2423333333333,60.1606414222233,0.277333333333331,1.7027,96.3827,-6.96533333333333,-4.8809,-13.5563,152,355,131,49,1,,,,
average,15987,WR,36.965,51.5268711450637,0.331000000000003,4.1735,69.7565,-7.24266666666667,-2.4101,-40.1825,158,229,202,50,1,,,,
average,11938,WR,36.634,54.968408636234,0.0606666666666698,4.2938,90.656,-7.57366666666667,-2.2898,-19.283,160,221,150,51,1,74.33,7.36,74.33,7.36
average,14845,WR,36.5733333333333,54.5061294657155,1.062,4.2732,90.1656,-7.63433333333334,-2.3104,-19.7734,161,222,151,52,1,54.33,4.99,54.33,4.99
average,14122,WR,35.5113333333333,55.1585785289409,1.47266666666667,3.2406,89.7,-8.69633333333334,-3.343,-20.239,166,267,153,53,1,85.67,0.94,85.67,0.94
average,13668,WR,34.0386666666667,57.9926467953769,0.157666666666664,0.1332,91.0089,-10.169,-6.4504,-18.9301,172,569,149,54,1,88,2.16,88,2.16
average,14551,WR,33.881,46.8373389722345,1.37366666666667,4.0739,63.6881,-10.3266666666667,-2.5097,-46.2509,174,237,215,55,1,,,,
average,15293,WR,32.5073333333333,48.3183015567946,1.12433333333333,4.447,79.9516,-11.7003333333333,-2.1366,-29.9874,188,212,180,56,1,69.67,3.3,69.67,3.3
average,15786,WR,31.383,42.4504485017532,1.271,4.3677,58.3983,-12.8246666666667,-2.2159,-51.5407,192,217,222,57,1,,,,
average,11679,WR,30.112,50.7398966199184,0.491999999999997,0.5388,79.9467,-14.0956666666667,-6.0448,-29.9923,197,461,181,58,1,72,3.74,72,3.74
average,12785,WR,29.62,49.520722339239,0.143000000000004,0.7332,78.2601,-14.5876666666667,-5.8504,-31.6789,199,433,187,59,1,69.33,1.25,69.33,1.25
average,14974,WR,29.477,42.6297523919621,1.42766666666667,4.5907,71.3509,-14.7306666666667,-1.9929,-38.5881,201,206,199,60,1,61.67,3.3,61.67,3.3
average,13168,WR,28.0493333333333,48.8877629507971,1.02533333333333,-0.2328,76.0395,-16.1583333333333,-6.8164,-33.8995,208,574,190,61,1,93,0.82,93,0.82
average,13176,WR,27.024,42.7744059923689,0.621999999999996,1.4752,69.1012,-17.1836666666667,-5.1084,-40.8378,211,368,204,62,1,74.33,1.7,74.33,1.7
average,13652,WR,26.402,41.3078811366548,0.0558060918060939,2.4498,66.9582,-17.8056666666667,-4.1338,-42.9808,214,305,209,63,1,,,,
average,15981,WR,26.3461939081939,47.3835987718427,0.574860574860576,-1.06727644787645,72.86,-17.8614727584728,-7.65087644787645,-37.079,215,581,197,64,1,,,,
average,15288,WR,25.7713333333333,44.2807255737001,1.94133333333333,-0.1298,69.2728,-18.4363333333333,-6.7134,-40.6662,220,573,203,65,2,83,2.16,83,2.16
average,15768,WR,23.83,37.2146739338127,0.0400000000000063,2.0722,60.3886,-20.3776666666667,-4.5114,-49.5504,226,338,218,66,2,100.5,1.5,100.5,1.5
average,12650,WR,23.79,35.2573192968496,3.046,3.1814,58.4252,-20.4176666666667,-3.4022,-51.5138,227,270,221,67,2,80.33,3.86,80.33,3.86
average,14112,WR,20.744,34.4326466017354,9.376,0.506,54.5816,-23.4636666666667,-6.0776,-55.3574,241,465,229,68,2,,,,
average,16211,WR,11.368,,2.387,11.368,11.368,-32.8396666666667,4.7844,-98.571,285,23,328,69,2,7,0,7,0
average,16204,WR,8.981,,0.551,8.981,8.981,-35.2266666666667,2.3974,-100.958,303,46,331,70,2,29.67,5.25,29.67,5.25
average,16615,WR,8.43,,0.528999999999999,8.43,8.43,-35.7776666666667,1.8464,-101.509,331,62,334,71,2,20.67,0.47,20.67,0.47
average,16190,WR,7.901,,0.785,7.901,7.901,-36.3066666666667,1.3174,-102.038,333,68,336,72,2,26,1.63,26,1.63
average,16616,WR,7.116,,0.0360000000000005,7.116,7.116,-37.0916666666667,0.5324,-102.823,336,89,339,73,2,43.67,2.49,43.67,2.49
average,16627,WR,7.08,,0.126,7.08,7.08,-37.1276666666667,0.4964,-102.859,337,91,340,74,2,47.67,3.3,47.67,3.3
average,16184,WR,6.954,,0.0509999999999993,6.954,6.954,-37.2536666666667,0.370399999999999,-102.985,338,94,342,75,2,40.33,1.25,40.33,1.25
average,16194,WR,6.903,,0.369000000000001,6.903,6.903,-37.3046666666667,0.3194,-103.036,339,95,343,76,2,50.67,4.5,50.67,4.5
average,16620,WR,6.534,,0.024,6.534,6.534,-37.6736666666667,-0.0496000000000008,-103.405,341,107,346,77,2,33,4.08,33,4.08
average,16185,WR,6.51,,0.795,6.51,6.51,-37.6976666666667,-0.0736000000000008,-103.429,342,108,349,78,2,53.33,2.36,53.33,2.36
average,16187,WR,5.715,,0.386,5.715,5.715,-38.4926666666667,-0.868600000000001,-104.224,345,166,357,79,2,61,0.82,61,0.82
average,16631,WR,5.329,,0.0350000000000001,5.329,5.329,-38.8786666666667,-1.2546,-104.61,349,183,359,80,2,72,1.41,72,1.41
average,16342,WR,5.294,,0.342,5.294,5.294,-38.9136666666667,-1.2896,-104.645,350,185,361,81,2,66.67,2.87,66.67,2.87
average,16617,WR,4.952,,0.129,4.952,4.952,-39.2556666666667,-1.6316,-104.987,355,198,362,82,2,48,3.56,48,3.56
average,16195,WR,4.823,,0.24,4.823,4.823,-39.3846666666667,-1.7606,-105.116,357,202,363,83,2,66.67,2.05,66.67,2.05
average,16080,WR,4.583,,0.00599999999999934,4.583,4.583,-39.6246666666667,-2.0006,-105.356,358,207,365,84,2,52.33,3.3,52.33,3.3
average,16626,WR,4.577,,0.374000000000001,4.577,4.577,-39.6306666666667,-2.0066,-105.362,359,208,366,85,2,80.67,4.64,80.67,4.64
average,16206,WR,4.203,,0.0130000000000008,4.203,4.203,-40.0046666666667,-2.3806,-105.736,363,225,372,86,2,78,0.82,78,0.82
average,16189,WR,4.19,,0.0879999999999992,4.19,4.19,-40.0176666666667,-2.3936,-105.749,364,227,373,87,2,61,2.16,61,2.16
average,16636,WR,4.102,,0.0720000000000001,4.102,4.102,-40.1056666666667,-2.4816,-105.837,365,236,374,88,2,91.33,1.25,91.33,1.25
average,16183,WR,4.03,,0.352,4.03,4.03,-40.1776666666667,-2.5536,-105.909,366,239,375,89,2,83.33,2.05,83.33,2.05
average,16639,WR,3.678,,0.209,3.678,3.678,-40.5296666666667,-2.9056,-106.261,368,248,386,90,2,71,3.74,71,3.74
average,16622,WR,3.469,,0.0879999999999996,3.469,3.469,-40.7386666666667,-3.1146,-106.47,369,254,411,91,2,81.67,8.65,81.67,8.65
average,16628,WR,3.381,,0.0830000000000002,3.381,3.381,-40.8266666666667,-3.2026,-106.558,371,260,421,92,2,86,3.27,86,3.27
average,16635,WR,3.298,,0.0949999999999998,3.298,3.298,-40.9096666666667,-3.2856,-106.641,372,265,422,93,2,89,6.16,89,6.16
average,16629,WR,3.203,,0.00699999999999967,3.203,3.203,-41.0046666666667,-3.3806,-106.736,373,268,424,94,2,75.33,3.09,75.33,3.09
average,16186,WR,3.196,,0.0360000000000005,3.196,3.196,-41.0116666666667,-3.3876,-106.743,374,269,425,95,2,42.33,0.47,42.33,0.47
average,16199,WR,3.16,,0.148,3.16,3.16,-41.0476666666667,-3.4236,-106.779,375,272,426,96,2,103.5,2.5,103.5,2.5
average,16207,WR,3.012,,0.151,3.012,3.012,-41.1956666666667,-3.5716,-106.927,378,280,427,97,2,109,0,109,0
average,13641,WR,2.861,,0.0520000000000001,2.861,2.861,-41.3466666666667,-3.7226,-107.078,381,283,429,98,2,,,,
average,16188,WR,2.809,,0.124,2.809,2.809,-41.3986666666667,-3.7746,-107.13,382,287,431,99,2,81.67,1.7,81.67,1.7
average,16632,WR,2.685,,0.103,2.685,2.685,-41.5226666666667,-3.8986,-107.254,385,294,432,100,2,73,6.98,73,6.98
average,16287,WR,2.582,,0.0844999999999994,2.582,2.582,-41.6256666666667,-4.0016,-107.357,386,296,433,101,2,102,2,102,2
average,15788,WR,2.4975,0.509823989235501,0.0110000000000006,2.17305,2.82195,-41.7101666666667,-4.41055,-107.11705,388,328,430,102,2,100.33,4.5,100.33,4.5
average,14977,WR,2.4865,1.18440385848747,0.0804999999999998,1.73275,3.24025,-41.7211666666667,-4.85085,-106.69875,389,354,423,103,2,107,3,107,3
average,13289,WR,2.406,,0.0975000000000001,2.406,2.406,-41.8016666666667,-4.1776,-107.533,390,311,438,104,2,,,,
average,14858,WR,2.3085,0.164755880016465,0.0564999999999998,2.20365,2.41335,-41.8991666666667,-4.37995,-107.52565,394,325,437,105,2,88,7.35,88,7.35
average,16197,WR,2.252,,0.0705000000000005,2.252,2.252,-41.9556666666667,-4.3316,-107.687,400,319,442,106,2,106,3,106,3
average,15752,WR,2.1815,0.525380338421605,0.0234999999999994,1.84715,2.51585,-42.0261666666667,-4.73645,-107.42315,403,347,434,107,2,,,,
average,16191,WR,2.158,,0.0790434782608696,2.158,2.158,-42.0496666666667,-4.4256,-107.781,407,331,445,108,2,102.5,2.5,102.5,2.5
average,15301,WR,2.07895652173913,0.0381222786378836,0.051456521739131,2.05469565217391,2.10321739130435,-42.1287101449275,-4.52890434782609,-107.835782608696,414,341,447,109,2,,,,
average,15777,WR,2.0275,0.205768073325285,0.0634999999999997,1.89655,2.15845,-42.1801666666667,-4.68705,-107.78055,430,345,444,110,2,,,,
average,13793,WR,1.964,1.58674761698261,0.0775000000000001,0.9542,2.9738,-42.2436666666667,-5.6294,-106.9652,438,420,428,111,2,,,,
average,13066,WR,1.8865,0.689429111656884,0.0245,1.44775,2.32525,-42.3211666666667,-5.13585,-107.61375,441,370,440,112,2,,,,
average,13172,WR,1.862,0.885297690045558,0.000500000000000167,1.2986,2.4254,-42.3456666666667,-5.285,-107.5136,442,382,436,113,2,,,,
average,13910,WR,1.8615,0.775696138961643,0.00949999999999984,1.36785,2.35515,-42.3461666666667,-5.21575,-107.58385,443,378,439,114,2,,,,
average,12181,WR,1.852,0.698621499812309,0.193294117647059,1.4074,2.2966,-42.3556666666667,-5.1762,-107.6424,444,374,441,115,2,90.33,1.7,90.33,1.7
average,15289,WR,1.65870588235294,0.220201370564799,0.0327058823529411,1.51857058823529,1.79884117647059,-42.5489607843137,-5.06502941176471,-108.140158823529,445,364,453,116,2,100,2.16,100,2.16
average,13156,WR,1.626,,0.00700000000000012,1.626,1.626,-42.5816666666667,-4.9576,-108.313,446,357,454,117,2,,,,
average,16192,WR,1.619,,0.0145,1.619,1.619,-42.5886666666667,-4.9646,-108.32,447,358,455,118,2,,,,
average,14860,WR,1.6045,1.42482016409089,0.0275000000000001,0.69775,2.51125,-42.6031666666667,-5.88585,-107.42775,448,438,435,119,2,98.33,1.89,98.33,1.89
average,13809,WR,1.577,,0.0214999999999999,1.577,1.577,-42.6306666666667,-5.0066,-108.362,449,361,456,120,2,,,,
average,13632,WR,1.5555,0.581948880916529,0.1475,1.18515,1.92585,-42.6521666666667,-5.39845,-108.01315,450,401,450,121,2,105,3,105,3
average,13963,WR,1.408,,0.00799999999999979,1.408,1.408,-42.7996666666667,-5.1756,-108.531,451,373,460,122,2,,,,
average,14992,WR,1.4,,0.00849999999999995,1.4,1.4,-42.8076666666667,-5.1836,-108.539,452,375,463,123,2,,,,
average,13638,WR,1.3915,0.98924238687998,0.00550000000000006,0.76195,2.02105,-42.8161666666667,-5.82165,-107.91795,453,431,448,124,2,,,,
average,16196,WR,1.386,,0.0220000000000002,1.386,1.386,-42.8216666666667,-5.1976,-108.553,454,376,465,125,2,,,,
average,13893,WR,1.364,0.0622253967444161,0.0134999999999998,1.3244,1.4036,-42.8436666666667,-5.2592,-108.5354,455,380,462,126,2,,,,
average,15292,WR,1.3505,1.18440385848747,0.0534999999999999,0.59675,2.10425,-42.8571666666667,-5.98685,-107.83475,456,451,446,127,2,,,,
average,13776,WR,1.297,0.985706852974047,0.0155000000000001,0.6697,1.9243,-42.9106666666667,-5.9139,-108.0147,457,440,451,128,2,,,,
average,14837,WR,1.2815,1.52381511345701,0.0885,0.31175,2.25125,-42.9261666666667,-6.27185,-107.68775,458,518,443,129,2,,,,
average,16637,WR,1.193,,0.0335000000000001,1.193,1.193,-43.0146666666667,-5.3906,-108.746,459,396,467,130,2,73.33,4.11,73.33,4.11
average,12773,WR,1.1595,1.23814397385764,0.0154999999999998,0.37155,1.94745,-43.0481666666667,-6.21205,-107.99155,460,504,449,131,2,,,,
